"Period","Date","Date2","Treatment","Site","choice","dung_density","Activity","Ind_Secs"
12,2017-09-21,2017-12-20,"CONT","Sidai","BUFFALO",0,"ddrink",31.0112903225806
12,2017-09-21,2017-12-20,"CONT","Sidai","BUFFALO",0,"dgraze",121.777860241935
12,2017-09-21,2017-12-20,"CONT","Sidai","CATTLE",0,"dcount",75.4032258064516
12,2017-09-21,2017-12-20,"CONT","Sidai","CATTLE",0,"ddrink",0
12,2017-09-21,2017-12-20,"CONT","Sidai","CATTLE",0,"dgraze",46.2241935483871
12,2017-09-21,2017-12-20,"CONT","Sidai","ZEBRA",9.5,"dcount",0.161290322580645
12,2017-09-21,2017-12-20,"CONT","Sidai","ZEBRA",9.5,"ddrink",0
12,2017-09-21,2017-12-20,"CONT","Sidai","ZEBRA",9.5,"dgraze",0.0806451612903226
12,2017-09-21,2017-12-20,"CONT","Sidai","IMPALA",0.2695,"dcount",191.58089516129
12,2017-09-21,2017-12-20,"CONT","Sidai","IMPALA",0.2695,"ddrink",11.3760612903226
12,2017-09-21,2017-12-20,"CONT","Sidai","IMPALA",0.2695,"dgraze",99.6636677419355
12,2017-09-21,2017-12-20,"CONT","Sidai","GIRAFFE",1.66666666666667,"dcount",53.6758064516129
12,2017-09-21,2017-12-20,"CONT","Sidai","GIRAFFE",1.66666666666667,"ddrink",1.71774193548387
12,2017-09-21,2017-12-20,"CONT","Sidai","GIRAFFE",1.66666666666667,"dgraze",36.7408225806452
15,2018-01-13,2018-04-13,"CONT","Sidai","ELEPHANT",0,"dcount",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","ELEPHANT",0,"ddrink",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","ELEPHANT",0,"dgraze",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","BUFFALO",18.2222222222222,"dcount",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","BUFFALO",18.2222222222222,"ddrink",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","BUFFALO",18.2222222222222,"dgraze",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","CATTLE",2.66666666666667,"dcount",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","CATTLE",2.66666666666667,"ddrink",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","CATTLE",2.66666666666667,"dgraze",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","ZEBRA",0,"dcount",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","ZEBRA",0,"ddrink",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","ZEBRA",0,"dgraze",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","IMPALA",0.814,"dcount",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","IMPALA",0.814,"ddrink",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","IMPALA",0.814,"dgraze",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","GIRAFFE",6.5625,"dcount",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","GIRAFFE",6.5625,"ddrink",NA
15,2018-01-13,2018-04-13,"CONT","Sidai","GIRAFFE",6.5625,"dgraze",NA
20,2018-05-30,2018-08-28,"CONT","Sidai","ELEPHANT",60.4444444444444,"dcount",4.75641025641026
20,2018-05-30,2018-08-28,"CONT","Sidai","ELEPHANT",60.4444444444444,"ddrink",0.384615384615385
20,2018-05-30,2018-08-28,"CONT","Sidai","ELEPHANT",60.4444444444444,"dgraze",1.28846153846154
20,2018-05-30,2018-08-28,"CONT","Sidai","BUFFALO",0,"dcount",1.74786282051282
20,2018-05-30,2018-08-28,"CONT","Sidai","BUFFALO",0,"ddrink",0
20,2018-05-30,2018-08-28,"CONT","Sidai","BUFFALO",0,"dgraze",0.335470128205128
20,2018-05-30,2018-08-28,"CONT","Sidai","CATTLE",0,"dcount",204.980344871795
20,2018-05-30,2018-08-28,"CONT","Sidai","CATTLE",0,"ddrink",8.82219615384615
20,2018-05-30,2018-08-28,"CONT","Sidai","CATTLE",0,"dgraze",132.333476923077
20,2018-05-30,2018-08-28,"CONT","Sidai","ZEBRA",0,"dcount",0.115384615384615
20,2018-05-30,2018-08-28,"CONT","Sidai","ZEBRA",0,"ddrink",0.0384615384615385
20,2018-05-30,2018-08-28,"CONT","Sidai","ZEBRA",0,"dgraze",0.0384615384615385
20,2018-05-30,2018-08-28,"CONT","Sidai","IMPALA",0.055,"dcount",172.4453
20,2018-05-30,2018-08-28,"CONT","Sidai","IMPALA",0.055,"ddrink",0.934615384615385
20,2018-05-30,2018-08-28,"CONT","Sidai","IMPALA",0.055,"dgraze",61.5261753846154
20,2018-05-30,2018-08-28,"CONT","Sidai","GIRAFFE",0,"dcount",27.9416282051282
20,2018-05-30,2018-08-28,"CONT","Sidai","GIRAFFE",0,"ddrink",0
20,2018-05-30,2018-08-28,"CONT","Sidai","GIRAFFE",0,"dgraze",5.47635298717949
21,2018-08-13,2018-11-11,"CONT","Sidai","ELEPHANT",32,"dcount",0
21,2018-08-13,2018-11-11,"CONT","Sidai","ELEPHANT",32,"ddrink",0
21,2018-08-13,2018-11-11,"CONT","Sidai","ELEPHANT",32,"dgraze",0
21,2018-08-13,2018-11-11,"CONT","Sidai","BUFFALO",5.33333333333333,"dcount",0
21,2018-08-13,2018-11-11,"CONT","Sidai","BUFFALO",5.33333333333333,"ddrink",0
21,2018-08-13,2018-11-11,"CONT","Sidai","BUFFALO",5.33333333333333,"dgraze",0
21,2018-08-13,2018-11-11,"CONT","Sidai","CATTLE",0,"dcount",0
21,2018-08-13,2018-11-11,"CONT","Sidai","CATTLE",0,"ddrink",0
21,2018-08-13,2018-11-11,"CONT","Sidai","CATTLE",0,"dgraze",0
21,2018-08-13,2018-11-11,"CONT","Sidai","ZEBRA",33.5,"dcount",0
21,2018-08-13,2018-11-11,"CONT","Sidai","ZEBRA",33.5,"ddrink",0
21,2018-08-13,2018-11-11,"CONT","Sidai","ZEBRA",33.5,"dgraze",0
21,2018-08-13,2018-11-11,"CONT","Sidai","IMPALA",0.33,"dcount",0
21,2018-08-13,2018-11-11,"CONT","Sidai","IMPALA",0.33,"ddrink",0
21,2018-08-13,2018-11-11,"CONT","Sidai","IMPALA",0.33,"dgraze",0
21,2018-08-13,2018-11-11,"CONT","Sidai","GIRAFFE",3.64583333333333,"dcount",0
21,2018-08-13,2018-11-11,"CONT","Sidai","GIRAFFE",3.64583333333333,"ddrink",0
21,2018-08-13,2018-11-11,"CONT","Sidai","GIRAFFE",3.64583333333333,"dgraze",0
0,2016-09-23,2016-12-22,"CONT","Tangi","ELEPHANT",21.3333333333333,"dcount",62.4780575
0,2016-09-23,2016-12-22,"CONT","Tangi","ELEPHANT",21.3333333333333,"ddrink",2.725
0,2016-09-23,2016-12-22,"CONT","Tangi","ELEPHANT",21.3333333333333,"dgraze",19.44375
0,2016-09-23,2016-12-22,"CONT","Tangi","BUFFALO",71.1111111111111,"dcount",40.643675
0,2016-09-23,2016-12-22,"CONT","Tangi","BUFFALO",71.1111111111111,"ddrink",0
0,2016-09-23,2016-12-22,"CONT","Tangi","BUFFALO",71.1111111111111,"dgraze",26.986866675
0,2016-09-23,2016-12-22,"CONT","Tangi","CATTLE",0,"dcount",124.2574275
0,2016-09-23,2016-12-22,"CONT","Tangi","CATTLE",0,"ddrink",15.8098685
0,2016-09-23,2016-12-22,"CONT","Tangi","CATTLE",0,"dgraze",71.5261625
0,2016-09-23,2016-12-22,"CONT","Tangi","ZEBRA",79,"dcount",360.37984075
0,2016-09-23,2016-12-22,"CONT","Tangi","ZEBRA",79,"ddrink",22.69297
0,2016-09-23,2016-12-22,"CONT","Tangi","ZEBRA",79,"dgraze",205.26297
0,2016-09-23,2016-12-22,"CONT","Tangi","IMPALA",0.066,"dcount",141.3958
0,2016-09-23,2016-12-22,"CONT","Tangi","IMPALA",0.066,"ddrink",0
0,2016-09-23,2016-12-22,"CONT","Tangi","IMPALA",0.066,"dgraze",64.957425
0,2016-09-23,2016-12-22,"CONT","Tangi","GIRAFFE",0,"dcount",12.1895825
0,2016-09-23,2016-12-22,"CONT","Tangi","GIRAFFE",0,"ddrink",0
0,2016-09-23,2016-12-22,"CONT","Tangi","GIRAFFE",0,"dgraze",2.50833325
3,2017-01-10,2017-04-10,"CONT","Tangi","ELEPHANT",71.1111111111111,"dcount",38.339393258427
3,2017-01-10,2017-04-10,"CONT","Tangi","ELEPHANT",71.1111111111111,"ddrink",1.05826640449438
3,2017-01-10,2017-04-10,"CONT","Tangi","ELEPHANT",71.1111111111111,"dgraze",20.3673224719101
3,2017-01-10,2017-04-10,"CONT","Tangi","BUFFALO",0,"dcount",66.2732876404494
3,2017-01-10,2017-04-10,"CONT","Tangi","BUFFALO",0,"ddrink",8.0186091011236
3,2017-01-10,2017-04-10,"CONT","Tangi","BUFFALO",0,"dgraze",42.2739483146067
3,2017-01-10,2017-04-10,"CONT","Tangi","CATTLE",0,"dcount",128.165003707865
3,2017-01-10,2017-04-10,"CONT","Tangi","CATTLE",0,"ddrink",15.7976741573034
3,2017-01-10,2017-04-10,"CONT","Tangi","CATTLE",0,"dgraze",59.9705460674157
3,2017-01-10,2017-04-10,"CONT","Tangi","ZEBRA",24,"dcount",375.27653247191
3,2017-01-10,2017-04-10,"CONT","Tangi","ZEBRA",24,"ddrink",24.4734452808989
3,2017-01-10,2017-04-10,"CONT","Tangi","ZEBRA",24,"dgraze",199.807058438202
3,2017-01-10,2017-04-10,"CONT","Tangi","IMPALA",0,"dcount",170.613718764045
3,2017-01-10,2017-04-10,"CONT","Tangi","IMPALA",0,"ddrink",5.07983
3,2017-01-10,2017-04-10,"CONT","Tangi","IMPALA",0,"dgraze",81.9037129213483
3,2017-01-10,2017-04-10,"CONT","Tangi","GIRAFFE",0,"dcount",6.05489550561798
3,2017-01-10,2017-04-10,"CONT","Tangi","GIRAFFE",0,"ddrink",0
3,2017-01-10,2017-04-10,"CONT","Tangi","GIRAFFE",0,"dgraze",2.74719101123596
6,2017-03-21,2017-06-19,"CONT","Tangi","ELEPHANT",156.444444444444,"dcount",19.0711276595745
6,2017-03-21,2017-06-19,"CONT","Tangi","ELEPHANT",156.444444444444,"ddrink",1.00197563829787
6,2017-03-21,2017-06-19,"CONT","Tangi","ELEPHANT",156.444444444444,"dgraze",9.34778404255319
6,2017-03-21,2017-06-19,"CONT","Tangi","BUFFALO",0,"dcount",90.42383
6,2017-03-21,2017-06-19,"CONT","Tangi","BUFFALO",0,"ddrink",7.21437180851064
6,2017-03-21,2017-06-19,"CONT","Tangi","BUFFALO",0,"dgraze",36.9265655319149
6,2017-03-21,2017-06-19,"CONT","Tangi","CATTLE",0,"dcount",130.974572340426
6,2017-03-21,2017-06-19,"CONT","Tangi","CATTLE",0,"ddrink",4.75237457446809
6,2017-03-21,2017-06-19,"CONT","Tangi","CATTLE",0,"dgraze",67.7163170212766
6,2017-03-21,2017-06-19,"CONT","Tangi","ZEBRA",3,"dcount",106.68274537234
6,2017-03-21,2017-06-19,"CONT","Tangi","ZEBRA",3,"ddrink",2.88678553191489
6,2017-03-21,2017-06-19,"CONT","Tangi","ZEBRA",3,"dgraze",56.7937773510638
6,2017-03-21,2017-06-19,"CONT","Tangi","IMPALA",0,"dcount",294.933042553192
6,2017-03-21,2017-06-19,"CONT","Tangi","IMPALA",0,"ddrink",0.392229468085106
6,2017-03-21,2017-06-19,"CONT","Tangi","IMPALA",0,"dgraze",117.780266489362
6,2017-03-21,2017-06-19,"CONT","Tangi","GIRAFFE",0,"dcount",15.8197946808511
6,2017-03-21,2017-06-19,"CONT","Tangi","GIRAFFE",0,"ddrink",0
6,2017-03-21,2017-06-19,"CONT","Tangi","GIRAFFE",0,"dgraze",6.33421914893617
8,2017-06-07,2017-09-05,"CONT","Tangi","ELEPHANT",0,"dcount",33.328729125
8,2017-06-07,2017-09-05,"CONT","Tangi","ELEPHANT",0,"ddrink",0.9646875
8,2017-06-07,2017-09-05,"CONT","Tangi","ELEPHANT",0,"dgraze",19.583549125
8,2017-06-07,2017-09-05,"CONT","Tangi","BUFFALO",0,"dcount",53.43217325
8,2017-06-07,2017-09-05,"CONT","Tangi","BUFFALO",0,"ddrink",3.046874625
8,2017-06-07,2017-09-05,"CONT","Tangi","BUFFALO",0,"dgraze",28.2989805
8,2017-06-07,2017-09-05,"CONT","Tangi","CATTLE",8.88888888888889,"dcount",298.49733375
8,2017-06-07,2017-09-05,"CONT","Tangi","CATTLE",8.88888888888889,"ddrink",42.599756
8,2017-06-07,2017-09-05,"CONT","Tangi","CATTLE",8.88888888888889,"dgraze",182.8668175
8,2017-06-07,2017-09-05,"CONT","Tangi","ZEBRA",3,"dcount",131.7280534375
8,2017-06-07,2017-09-05,"CONT","Tangi","ZEBRA",3,"ddrink",4.127340625
8,2017-06-07,2017-09-05,"CONT","Tangi","ZEBRA",3,"dgraze",85.72343175
8,2017-06-07,2017-09-05,"CONT","Tangi","IMPALA",0,"dcount",452.956065875
8,2017-06-07,2017-09-05,"CONT","Tangi","IMPALA",0,"ddrink",20.594955
8,2017-06-07,2017-09-05,"CONT","Tangi","IMPALA",0,"dgraze",248.896137875
8,2017-06-07,2017-09-05,"CONT","Tangi","GIRAFFE",0,"dcount",12.9897325
8,2017-06-07,2017-09-05,"CONT","Tangi","GIRAFFE",0,"ddrink",0
8,2017-06-07,2017-09-05,"CONT","Tangi","GIRAFFE",0,"dgraze",5.43258925
9,2017-07-12,2017-10-10,"CONT","Tangi","ELEPHANT",0,"dcount",50.7047941975309
9,2017-07-12,2017-10-10,"CONT","Tangi","ELEPHANT",0,"ddrink",1.32685185185185
9,2017-07-12,2017-10-10,"CONT","Tangi","ELEPHANT",0,"dgraze",30.7393592222222
9,2017-07-12,2017-10-10,"CONT","Tangi","BUFFALO",3.55555555555556,"dcount",56.279824691358
9,2017-07-12,2017-10-10,"CONT","Tangi","BUFFALO",3.55555555555556,"ddrink",3.70021864197531
9,2017-07-12,2017-10-10,"CONT","Tangi","BUFFALO",3.55555555555556,"dgraze",31.2510971604938
9,2017-07-12,2017-10-10,"CONT","Tangi","CATTLE",6.22222222222222,"dcount",373.77977654321
9,2017-07-12,2017-10-10,"CONT","Tangi","CATTLE",6.22222222222222,"ddrink",22.5251471604938
9,2017-07-12,2017-10-10,"CONT","Tangi","CATTLE",6.22222222222222,"dgraze",218.803041975309
9,2017-07-12,2017-10-10,"CONT","Tangi","ZEBRA",10,"dcount",87.6172897530864
9,2017-07-12,2017-10-10,"CONT","Tangi","ZEBRA",10,"ddrink",4.48871308641975
9,2017-07-12,2017-10-10,"CONT","Tangi","ZEBRA",10,"dgraze",53.4976869135802
9,2017-07-12,2017-10-10,"CONT","Tangi","IMPALA",0,"dcount",242.471109876543
9,2017-07-12,2017-10-10,"CONT","Tangi","IMPALA",0,"ddrink",2.50064148148148
9,2017-07-12,2017-10-10,"CONT","Tangi","IMPALA",0,"dgraze",114.963648518519
9,2017-07-12,2017-10-10,"CONT","Tangi","GIRAFFE",0.104166666666667,"dcount",28.9504703703704
9,2017-07-12,2017-10-10,"CONT","Tangi","GIRAFFE",0.104166666666667,"ddrink",0.270576172839506
9,2017-07-12,2017-10-10,"CONT","Tangi","GIRAFFE",0.104166666666667,"dgraze",14.282897654321
12,2017-09-18,2017-12-17,"CONT","Tangi","ELEPHANT",0,"dcount",75.5363408450704
12,2017-09-18,2017-12-17,"CONT","Tangi","ELEPHANT",0,"ddrink",7.95915492957746
12,2017-09-18,2017-12-17,"CONT","Tangi","ELEPHANT",0,"dgraze",35.6481488309859
12,2017-09-18,2017-12-17,"CONT","Tangi","BUFFALO",0,"dcount",23.6332916901408
12,2017-09-18,2017-12-17,"CONT","Tangi","BUFFALO",0,"ddrink",2.4831138028169
12,2017-09-18,2017-12-17,"CONT","Tangi","BUFFALO",0,"dgraze",11.9745891408451
12,2017-09-18,2017-12-17,"CONT","Tangi","CATTLE",0,"dcount",326.439869014085
12,2017-09-18,2017-12-17,"CONT","Tangi","CATTLE",0,"ddrink",21.5964145070423
12,2017-09-18,2017-12-17,"CONT","Tangi","CATTLE",0,"dgraze",198.147601408451
12,2017-09-18,2017-12-17,"CONT","Tangi","ZEBRA",0,"dcount",94.6502535211268
12,2017-09-18,2017-12-17,"CONT","Tangi","ZEBRA",0,"ddrink",8.51729492957746
12,2017-09-18,2017-12-17,"CONT","Tangi","ZEBRA",0,"dgraze",58.6796187323944
12,2017-09-18,2017-12-17,"CONT","Tangi","IMPALA",0.066,"dcount",121.984648309859
12,2017-09-18,2017-12-17,"CONT","Tangi","IMPALA",0.066,"ddrink",1.56103281690141
12,2017-09-18,2017-12-17,"CONT","Tangi","IMPALA",0.066,"dgraze",53.2784971830986
12,2017-09-18,2017-12-17,"CONT","Tangi","GIRAFFE",0.104166666666667,"dcount",47.9970281690141
12,2017-09-18,2017-12-17,"CONT","Tangi","GIRAFFE",0.104166666666667,"ddrink",2.05823408450704
12,2017-09-18,2017-12-17,"CONT","Tangi","GIRAFFE",0.104166666666667,"dgraze",24.0650384507042
15,2018-01-20,2018-04-20,"CONT","Tangi","ELEPHANT",3.55555555555556,"dcount",40.4500568627451
15,2018-01-20,2018-04-20,"CONT","Tangi","ELEPHANT",3.55555555555556,"ddrink",0
15,2018-01-20,2018-04-20,"CONT","Tangi","ELEPHANT",3.55555555555556,"dgraze",17.3896356862745
15,2018-01-20,2018-04-20,"CONT","Tangi","BUFFALO",3.55555555555556,"dcount",122.641666666667
15,2018-01-20,2018-04-20,"CONT","Tangi","BUFFALO",3.55555555555556,"ddrink",10.3988682352941
15,2018-01-20,2018-04-20,"CONT","Tangi","BUFFALO",3.55555555555556,"dgraze",55.7057431372549
15,2018-01-20,2018-04-20,"CONT","Tangi","CATTLE",6.22222222222222,"dcount",25.5065294117647
15,2018-01-20,2018-04-20,"CONT","Tangi","CATTLE",6.22222222222222,"ddrink",0
15,2018-01-20,2018-04-20,"CONT","Tangi","CATTLE",6.22222222222222,"dgraze",18.1862745098039
15,2018-01-20,2018-04-20,"CONT","Tangi","ZEBRA",0,"dcount",101.940073921569
15,2018-01-20,2018-04-20,"CONT","Tangi","ZEBRA",0,"ddrink",3.31879098039216
15,2018-01-20,2018-04-20,"CONT","Tangi","ZEBRA",0,"dgraze",62.4724537254902
15,2018-01-20,2018-04-20,"CONT","Tangi","IMPALA",0.253,"dcount",327.264660784314
15,2018-01-20,2018-04-20,"CONT","Tangi","IMPALA",0.253,"ddrink",1.91530490196078
15,2018-01-20,2018-04-20,"CONT","Tangi","IMPALA",0.253,"dgraze",166.05851627451
15,2018-01-20,2018-04-20,"CONT","Tangi","GIRAFFE",0.833333333333333,"dcount",7.56176470588235
15,2018-01-20,2018-04-20,"CONT","Tangi","GIRAFFE",0.833333333333333,"ddrink",0.28921568627451
15,2018-01-20,2018-04-20,"CONT","Tangi","GIRAFFE",0.833333333333333,"dgraze",2.23366019607843
20,2018-05-28,2018-08-26,"CONT","Tangi","ELEPHANT",0,"dcount",34.0940247058824
20,2018-05-28,2018-08-26,"CONT","Tangi","ELEPHANT",0,"ddrink",3.47670588235294
20,2018-05-28,2018-08-26,"CONT","Tangi","ELEPHANT",0,"dgraze",11.7601131764706
20,2018-05-28,2018-08-26,"CONT","Tangi","BUFFALO",0,"dcount",7.87741176470588
20,2018-05-28,2018-08-26,"CONT","Tangi","BUFFALO",0,"ddrink",0.494117647058824
20,2018-05-28,2018-08-26,"CONT","Tangi","BUFFALO",0,"dgraze",2.21019611764706
20,2018-05-28,2018-08-26,"CONT","Tangi","CATTLE",2.13333333333333,"dcount",0.0588235294117647
20,2018-05-28,2018-08-26,"CONT","Tangi","CATTLE",2.13333333333333,"ddrink",0
20,2018-05-28,2018-08-26,"CONT","Tangi","CATTLE",2.13333333333333,"dgraze",0
20,2018-05-28,2018-08-26,"CONT","Tangi","ZEBRA",0,"dcount",1.52117647058824
20,2018-05-28,2018-08-26,"CONT","Tangi","ZEBRA",0,"ddrink",0
20,2018-05-28,2018-08-26,"CONT","Tangi","ZEBRA",0,"dgraze",0.405882352941176
20,2018-05-28,2018-08-26,"CONT","Tangi","IMPALA",0,"dcount",25.6881223529412
20,2018-05-28,2018-08-26,"CONT","Tangi","IMPALA",0,"ddrink",0
20,2018-05-28,2018-08-26,"CONT","Tangi","IMPALA",0,"dgraze",6.61215658823529
20,2018-05-28,2018-08-26,"CONT","Tangi","GIRAFFE",0,"dcount",10.5392152941176
20,2018-05-28,2018-08-26,"CONT","Tangi","GIRAFFE",0,"ddrink",0
20,2018-05-28,2018-08-26,"CONT","Tangi","GIRAFFE",0,"dgraze",3.34019564705882
21,2018-08-20,2018-11-18,"CONT","Tangi","ELEPHANT",56.8888888888889,"dcount",0
21,2018-08-20,2018-11-18,"CONT","Tangi","ELEPHANT",56.8888888888889,"ddrink",0
21,2018-08-20,2018-11-18,"CONT","Tangi","ELEPHANT",56.8888888888889,"dgraze",0
21,2018-08-20,2018-11-18,"CONT","Tangi","BUFFALO",3.55555555555556,"dcount",0
21,2018-08-20,2018-11-18,"CONT","Tangi","BUFFALO",3.55555555555556,"ddrink",0
21,2018-08-20,2018-11-18,"CONT","Tangi","BUFFALO",3.55555555555556,"dgraze",0
21,2018-08-20,2018-11-18,"CONT","Tangi","CATTLE",0.444444444444444,"dcount",0
21,2018-08-20,2018-11-18,"CONT","Tangi","CATTLE",0.444444444444444,"ddrink",0
21,2018-08-20,2018-11-18,"CONT","Tangi","CATTLE",0.444444444444444,"dgraze",0
21,2018-08-20,2018-11-18,"CONT","Tangi","ZEBRA",0,"dcount",0
21,2018-08-20,2018-11-18,"CONT","Tangi","ZEBRA",0,"ddrink",0
21,2018-08-20,2018-11-18,"CONT","Tangi","ZEBRA",0,"dgraze",0
21,2018-08-20,2018-11-18,"CONT","Tangi","IMPALA",0,"dcount",0
21,2018-08-20,2018-11-18,"CONT","Tangi","IMPALA",0,"ddrink",0
21,2018-08-20,2018-11-18,"CONT","Tangi","IMPALA",0,"dgraze",0
21,2018-08-20,2018-11-18,"CONT","Tangi","GIRAFFE",0,"dcount",0
21,2018-08-20,2018-11-18,"CONT","Tangi","GIRAFFE",0,"ddrink",0
21,2018-08-20,2018-11-18,"CONT","Tangi","GIRAFFE",0,"dgraze",0
0,2016-09-21,2016-12-20,"WPC","Jericho","ELEPHANT",35.5555555555556,"dcount",1598.24105357143
0,2016-09-21,2016-12-20,"WPC","Jericho","ELEPHANT",35.5555555555556,"ddrink",917.236526785714
0,2016-09-21,2016-12-20,"WPC","Jericho","ELEPHANT",35.5555555555556,"dgraze",320.363280357143
0,2016-09-21,2016-12-20,"WPC","Jericho","BUFFALO",0,"dcount",423.378451785714
0,2016-09-21,2016-12-20,"WPC","Jericho","BUFFALO",0,"ddrink",166.319050535714
0,2016-09-21,2016-12-20,"WPC","Jericho","BUFFALO",0,"dgraze",85.8718857142857
0,2016-09-21,2016-12-20,"WPC","Jericho","CATTLE",84.4444444444444,"dcount",10362.6089785714
0,2016-09-21,2016-12-20,"WPC","Jericho","CATTLE",84.4444444444444,"ddrink",4196.63226607143
0,2016-09-21,2016-12-20,"WPC","Jericho","CATTLE",84.4444444444444,"dgraze",3247.82976267857
0,2016-09-21,2016-12-20,"WPC","Jericho","ZEBRA",1.25,"dcount",8637.82066433929
0,2016-09-21,2016-12-20,"WPC","Jericho","ZEBRA",1.25,"ddrink",2220.86427553571
0,2016-09-21,2016-12-20,"WPC","Jericho","ZEBRA",1.25,"dgraze",1895.77897178571
0,2016-09-21,2016-12-20,"WPC","Jericho","IMPALA",0,"dcount",224.152196428571
0,2016-09-21,2016-12-20,"WPC","Jericho","IMPALA",0,"ddrink",39.9913642857143
0,2016-09-21,2016-12-20,"WPC","Jericho","IMPALA",0,"dgraze",30.3669410714286
0,2016-09-21,2016-12-20,"WPC","Jericho","GIRAFFE",0,"dcount",252.330760714286
0,2016-09-21,2016-12-20,"WPC","Jericho","GIRAFFE",0,"ddrink",58.7902696428571
0,2016-09-21,2016-12-20,"WPC","Jericho","GIRAFFE",0,"dgraze",56.0693839285714
3,2017-01-12,2017-04-12,"WPC","Jericho","ELEPHANT",128,"dcount",2473.70442195122
3,2017-01-12,2017-04-12,"WPC","Jericho","ELEPHANT",128,"ddrink",1310.70970731707
3,2017-01-12,2017-04-12,"WPC","Jericho","ELEPHANT",128,"dgraze",508.35033902439
3,2017-01-12,2017-04-12,"WPC","Jericho","BUFFALO",53.3333333333333,"dcount",1767.51075609756
3,2017-01-12,2017-04-12,"WPC","Jericho","BUFFALO",53.3333333333333,"ddrink",733.015
3,2017-01-12,2017-04-12,"WPC","Jericho","BUFFALO",53.3333333333333,"dgraze",391.798569146341
3,2017-01-12,2017-04-12,"WPC","Jericho","CATTLE",63.1111111111111,"dcount",11759.5210731707
3,2017-01-12,2017-04-12,"WPC","Jericho","CATTLE",63.1111111111111,"ddrink",4884.7003902439
3,2017-01-12,2017-04-12,"WPC","Jericho","CATTLE",63.1111111111111,"dgraze",3684.21517804878
3,2017-01-12,2017-04-12,"WPC","Jericho","ZEBRA",8,"dcount",16104.6293267073
3,2017-01-12,2017-04-12,"WPC","Jericho","ZEBRA",8,"ddrink",5075.99378731707
3,2017-01-12,2017-04-12,"WPC","Jericho","ZEBRA",8,"dgraze",2928.38708317073
3,2017-01-12,2017-04-12,"WPC","Jericho","IMPALA",0.033,"dcount",994.397511951219
3,2017-01-12,2017-04-12,"WPC","Jericho","IMPALA",0.033,"ddrink",190.505185365854
3,2017-01-12,2017-04-12,"WPC","Jericho","IMPALA",0.033,"dgraze",74.6463046341463
3,2017-01-12,2017-04-12,"WPC","Jericho","GIRAFFE",0,"dcount",726.780682926829
3,2017-01-12,2017-04-12,"WPC","Jericho","GIRAFFE",0,"ddrink",108.106442926829
3,2017-01-12,2017-04-12,"WPC","Jericho","GIRAFFE",0,"dgraze",79.8306026829268
6,2017-03-22,2017-06-20,"WPC","Jericho","ELEPHANT",7.11111111111111,"dcount",203.372363636364
6,2017-03-22,2017-06-20,"WPC","Jericho","ELEPHANT",7.11111111111111,"ddrink",98.4111257575758
6,2017-03-22,2017-06-20,"WPC","Jericho","ELEPHANT",7.11111111111111,"dgraze",44.7763748484848
6,2017-03-22,2017-06-20,"WPC","Jericho","BUFFALO",7.11111111111111,"dcount",587.862515151515
6,2017-03-22,2017-06-20,"WPC","Jericho","BUFFALO",7.11111111111111,"ddrink",207.27497530303
6,2017-03-22,2017-06-20,"WPC","Jericho","BUFFALO",7.11111111111111,"dgraze",130.435535909091
6,2017-03-22,2017-06-20,"WPC","Jericho","CATTLE",3.55555555555556,"dcount",932.202803030303
6,2017-03-22,2017-06-20,"WPC","Jericho","CATTLE",3.55555555555556,"ddrink",469.460972727273
6,2017-03-22,2017-06-20,"WPC","Jericho","CATTLE",3.55555555555556,"dgraze",256.957581818182
6,2017-03-22,2017-06-20,"WPC","Jericho","ZEBRA",84,"dcount",895.583912575758
6,2017-03-22,2017-06-20,"WPC","Jericho","ZEBRA",84,"ddrink",235.464759090909
6,2017-03-22,2017-06-20,"WPC","Jericho","ZEBRA",84,"dgraze",387.893318636364
6,2017-03-22,2017-06-20,"WPC","Jericho","IMPALA",1.551,"dcount",1278.97455848485
6,2017-03-22,2017-06-20,"WPC","Jericho","IMPALA",1.551,"ddrink",170.188585757576
6,2017-03-22,2017-06-20,"WPC","Jericho","IMPALA",1.551,"dgraze",329.333031818182
6,2017-03-22,2017-06-20,"WPC","Jericho","GIRAFFE",0,"dcount",131.744178787879
6,2017-03-22,2017-06-20,"WPC","Jericho","GIRAFFE",0,"ddrink",41.632046969697
6,2017-03-22,2017-06-20,"WPC","Jericho","GIRAFFE",0,"dgraze",23.9838484848485
8,2017-06-07,2017-09-05,"WPC","Jericho","ELEPHANT",0,"dcount",1410.20917652632
