"Period","Date","Date2","Treatment","Site","choice","dung_density","Activity","Ind_Secs"
15,2018-01-18,2018-04-18,"CONT","Kambi","GIRAFFE",0.416666666666667,"dgraze",0
20,2018-06-29,2018-09-27,"CONT","Kambi","ELEPHANT",0,"dcount",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","ELEPHANT",0,"ddrink",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","ELEPHANT",0,"dgraze",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","BUFFALO",0,"dcount",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","BUFFALO",0,"ddrink",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","BUFFALO",0,"dgraze",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","CATTLE",0,"dcount",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","CATTLE",0,"ddrink",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","CATTLE",0,"dgraze",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","ZEBRA",0,"dcount",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","ZEBRA",0,"ddrink",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","ZEBRA",0,"dgraze",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","IMPALA",0,"dcount",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","IMPALA",0,"ddrink",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","IMPALA",0,"dgraze",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","GIRAFFE",0,"dcount",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","GIRAFFE",0,"ddrink",NA
20,2018-06-29,2018-09-27,"CONT","Kambi","GIRAFFE",0,"dgraze",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","ELEPHANT",81.7777777777778,"dcount",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","ELEPHANT",81.7777777777778,"ddrink",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","ELEPHANT",81.7777777777778,"dgraze",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","BUFFALO",0,"dcount",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","BUFFALO",0,"ddrink",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","BUFFALO",0,"dgraze",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","CATTLE",19.5555555555556,"dcount",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","CATTLE",19.5555555555556,"ddrink",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","CATTLE",19.5555555555556,"dgraze",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","ZEBRA",0,"dcount",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","ZEBRA",0,"ddrink",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","ZEBRA",0,"dgraze",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","IMPALA",0.099,"dcount",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","IMPALA",0.099,"ddrink",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","IMPALA",0.099,"dgraze",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","GIRAFFE",1.25,"dcount",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","GIRAFFE",1.25,"ddrink",NA
21,2018-08-15,2018-11-13,"CONT","Kambi","GIRAFFE",1.25,"dgraze",NA
0,2016-09-20,2016-12-19,"CONT","Oscar","ELEPHANT",0,"dcount",2.46045203389831
0,2016-09-20,2016-12-19,"CONT","Oscar","ELEPHANT",0,"ddrink",0
0,2016-09-20,2016-12-19,"CONT","Oscar","ELEPHANT",0,"dgraze",0.466101694915254
0,2016-09-20,2016-12-19,"CONT","Oscar","BUFFALO",0,"dcount",55.5006101694915
0,2016-09-20,2016-12-19,"CONT","Oscar","BUFFALO",0,"ddrink",0
0,2016-09-20,2016-12-19,"CONT","Oscar","BUFFALO",0,"dgraze",53.1785762711864
0,2016-09-20,2016-12-19,"CONT","Oscar","CATTLE",0,"dcount",118.838418135593
0,2016-09-20,2016-12-19,"CONT","Oscar","CATTLE",0,"ddrink",3.6906779661017
0,2016-09-20,2016-12-19,"CONT","Oscar","CATTLE",0,"dgraze",62.2601745762712
0,2016-09-20,2016-12-19,"CONT","Oscar","ZEBRA",31,"dcount",162.90369661017
0,2016-09-20,2016-12-19,"CONT","Oscar","ZEBRA",31,"ddrink",58.7931745762712
0,2016-09-20,2016-12-19,"CONT","Oscar","ZEBRA",31,"dgraze",116.28246440678
0,2016-09-20,2016-12-19,"CONT","Oscar","IMPALA",0.44,"dcount",6.00847457627119
0,2016-09-20,2016-12-19,"CONT","Oscar","IMPALA",0.44,"ddrink",0
0,2016-09-20,2016-12-19,"CONT","Oscar","IMPALA",0.44,"dgraze",0.822033898305085
0,2016-09-20,2016-12-19,"CONT","Oscar","GIRAFFE",2.08333333333333,"dcount",7.84533898305085
0,2016-09-20,2016-12-19,"CONT","Oscar","GIRAFFE",2.08333333333333,"ddrink",0
0,2016-09-20,2016-12-19,"CONT","Oscar","GIRAFFE",2.08333333333333,"dgraze",0.671610169491525
3,2017-01-08,2017-04-08,"CONT","Oscar","ELEPHANT",14.2222222222222,"dcount",20.02418125
3,2017-01-08,2017-04-08,"CONT","Oscar","ELEPHANT",14.2222222222222,"ddrink",0.3828125
3,2017-01-08,2017-04-08,"CONT","Oscar","ELEPHANT",14.2222222222222,"dgraze",1.7630209375
3,2017-01-08,2017-04-08,"CONT","Oscar","BUFFALO",0,"dcount",10.796875
3,2017-01-08,2017-04-08,"CONT","Oscar","BUFFALO",0,"ddrink",0
3,2017-01-08,2017-04-08,"CONT","Oscar","BUFFALO",0,"dgraze",7.26171875
3,2017-01-08,2017-04-08,"CONT","Oscar","CATTLE",0,"dcount",143.61959375
3,2017-01-08,2017-04-08,"CONT","Oscar","CATTLE",0,"ddrink",0
3,2017-01-08,2017-04-08,"CONT","Oscar","CATTLE",0,"dgraze",46.1699421875
3,2017-01-08,2017-04-08,"CONT","Oscar","ZEBRA",1,"dcount",21.4158375
3,2017-01-08,2017-04-08,"CONT","Oscar","ZEBRA",1,"ddrink",0.806818125
3,2017-01-08,2017-04-08,"CONT","Oscar","ZEBRA",1,"dgraze",11.7806578125
3,2017-01-08,2017-04-08,"CONT","Oscar","IMPALA",0.055,"dcount",5.82421875
3,2017-01-08,2017-04-08,"CONT","Oscar","IMPALA",0.055,"ddrink",0
3,2017-01-08,2017-04-08,"CONT","Oscar","IMPALA",0.055,"dgraze",0.078125
3,2017-01-08,2017-04-08,"CONT","Oscar","GIRAFFE",0,"dcount",7.90625
3,2017-01-08,2017-04-08,"CONT","Oscar","GIRAFFE",0,"ddrink",0
3,2017-01-08,2017-04-08,"CONT","Oscar","GIRAFFE",0,"dgraze",0
6,2017-03-20,2017-06-18,"CONT","Oscar","ELEPHANT",28.4444444444444,"dcount",3.5327868852459
6,2017-03-20,2017-06-18,"CONT","Oscar","ELEPHANT",28.4444444444444,"ddrink",0.401639344262295
6,2017-03-20,2017-06-18,"CONT","Oscar","ELEPHANT",28.4444444444444,"dgraze",1.55464491803279
6,2017-03-20,2017-06-18,"CONT","Oscar","BUFFALO",42.6666666666667,"dcount",12.3606557377049
6,2017-03-20,2017-06-18,"CONT","Oscar","BUFFALO",42.6666666666667,"ddrink",0
6,2017-03-20,2017-06-18,"CONT","Oscar","BUFFALO",42.6666666666667,"dgraze",7.96311475409836
6,2017-03-20,2017-06-18,"CONT","Oscar","CATTLE",0,"dcount",170.545721311475
6,2017-03-20,2017-06-18,"CONT","Oscar","CATTLE",0,"ddrink",0
6,2017-03-20,2017-06-18,"CONT","Oscar","CATTLE",0,"dgraze",80.8198737704918
6,2017-03-20,2017-06-18,"CONT","Oscar","ZEBRA",11,"dcount",13.1084196721311
6,2017-03-20,2017-06-18,"CONT","Oscar","ZEBRA",11,"ddrink",0.846497704918033
6,2017-03-20,2017-06-18,"CONT","Oscar","ZEBRA",11,"dgraze",5.70429672131148
6,2017-03-20,2017-06-18,"CONT","Oscar","IMPALA",0,"dcount",2.83196721311475
6,2017-03-20,2017-06-18,"CONT","Oscar","IMPALA",0,"ddrink",0
6,2017-03-20,2017-06-18,"CONT","Oscar","IMPALA",0,"dgraze",0
6,2017-03-20,2017-06-18,"CONT","Oscar","GIRAFFE",2.08333333333333,"dcount",0.163934426229508
6,2017-03-20,2017-06-18,"CONT","Oscar","GIRAFFE",2.08333333333333,"ddrink",0
6,2017-03-20,2017-06-18,"CONT","Oscar","GIRAFFE",2.08333333333333,"dgraze",0
8,2017-06-06,2017-09-04,"CONT","Oscar","ELEPHANT",0,"dcount",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","ELEPHANT",0,"ddrink",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","ELEPHANT",0,"dgraze",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","BUFFALO",0,"dcount",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","BUFFALO",0,"ddrink",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","BUFFALO",0,"dgraze",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","CATTLE",2.66666666666667,"dcount",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","CATTLE",2.66666666666667,"ddrink",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","CATTLE",2.66666666666667,"dgraze",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","ZEBRA",0,"dcount",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","ZEBRA",0,"ddrink",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","ZEBRA",0,"dgraze",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","IMPALA",0,"dcount",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","IMPALA",0,"ddrink",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","IMPALA",0,"dgraze",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","GIRAFFE",0.3125,"dcount",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","GIRAFFE",0.3125,"ddrink",NA
8,2017-06-06,2017-09-04,"CONT","Oscar","GIRAFFE",0.3125,"dgraze",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","ELEPHANT",1.77777777777778,"dcount",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","ELEPHANT",1.77777777777778,"ddrink",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","ELEPHANT",1.77777777777778,"dgraze",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","BUFFALO",0,"dcount",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","BUFFALO",0,"ddrink",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","BUFFALO",0,"dgraze",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","CATTLE",0,"dcount",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","CATTLE",0,"ddrink",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","CATTLE",0,"dgraze",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","ZEBRA",0,"dcount",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","ZEBRA",0,"ddrink",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","ZEBRA",0,"dgraze",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","IMPALA",0,"dcount",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","IMPALA",0,"ddrink",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","IMPALA",0,"dgraze",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","GIRAFFE",0.833333333333333,"dcount",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","GIRAFFE",0.833333333333333,"ddrink",NA
9,2017-07-13,2017-10-11,"CONT","Oscar","GIRAFFE",0.833333333333333,"dgraze",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","ELEPHANT",0,"dcount",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","ELEPHANT",0,"ddrink",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","ELEPHANT",0,"dgraze",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","BUFFALO",0,"dcount",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","BUFFALO",0,"ddrink",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","BUFFALO",0,"dgraze",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","CATTLE",0,"dcount",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","CATTLE",0,"ddrink",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","CATTLE",0,"dgraze",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","ZEBRA",0,"dcount",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","ZEBRA",0,"ddrink",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","ZEBRA",0,"dgraze",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","IMPALA",0.275,"dcount",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","IMPALA",0.275,"ddrink",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","IMPALA",0.275,"dgraze",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","GIRAFFE",0.625,"dcount",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","GIRAFFE",0.625,"ddrink",NA
12,2017-09-20,2017-12-19,"CONT","Oscar","GIRAFFE",0.625,"dgraze",NA
15,2018-01-19,2018-04-19,"CONT","Oscar","ELEPHANT",24.8888888888889,"dcount",0.64
15,2018-01-19,2018-04-19,"CONT","Oscar","ELEPHANT",24.8888888888889,"ddrink",0
15,2018-01-19,2018-04-19,"CONT","Oscar","ELEPHANT",24.8888888888889,"dgraze",0.2
15,2018-01-19,2018-04-19,"CONT","Oscar","BUFFALO",0,"dcount",46.007616
15,2018-01-19,2018-04-19,"CONT","Oscar","BUFFALO",0,"ddrink",0
15,2018-01-19,2018-04-19,"CONT","Oscar","BUFFALO",0,"dgraze",18.468572
15,2018-01-19,2018-04-19,"CONT","Oscar","CATTLE",20,"dcount",0
15,2018-01-19,2018-04-19,"CONT","Oscar","CATTLE",20,"ddrink",0
15,2018-01-19,2018-04-19,"CONT","Oscar","CATTLE",20,"dgraze",0
15,2018-01-19,2018-04-19,"CONT","Oscar","ZEBRA",11.5,"dcount",17.296
15,2018-01-19,2018-04-19,"CONT","Oscar","ZEBRA",11.5,"ddrink",0
15,2018-01-19,2018-04-19,"CONT","Oscar","ZEBRA",11.5,"dgraze",6.848
15,2018-01-19,2018-04-19,"CONT","Oscar","IMPALA",0,"dcount",3.8
15,2018-01-19,2018-04-19,"CONT","Oscar","IMPALA",0,"ddrink",0
15,2018-01-19,2018-04-19,"CONT","Oscar","IMPALA",0,"dgraze",0
15,2018-01-19,2018-04-19,"CONT","Oscar","GIRAFFE",3.22916666666667,"dcount",44.26
15,2018-01-19,2018-04-19,"CONT","Oscar","GIRAFFE",3.22916666666667,"ddrink",0
15,2018-01-19,2018-04-19,"CONT","Oscar","GIRAFFE",3.22916666666667,"dgraze",0
20,2018-08-14,2018-11-12,"CONT","Oscar","ELEPHANT",10.6666666666667,"dcount",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","ELEPHANT",10.6666666666667,"ddrink",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","ELEPHANT",10.6666666666667,"dgraze",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","BUFFALO",0,"dcount",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","BUFFALO",0,"ddrink",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","BUFFALO",0,"dgraze",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","CATTLE",0,"dcount",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","CATTLE",0,"ddrink",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","CATTLE",0,"dgraze",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","ZEBRA",0,"dcount",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","ZEBRA",0,"ddrink",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","ZEBRA",0,"dgraze",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","IMPALA",0,"dcount",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","IMPALA",0,"ddrink",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","IMPALA",0,"dgraze",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","GIRAFFE",0,"dcount",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","GIRAFFE",0,"ddrink",NA
20,2018-08-14,2018-11-12,"CONT","Oscar","GIRAFFE",0,"dgraze",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","ELEPHANT",60.4444444444444,"dcount",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","ELEPHANT",60.4444444444444,"ddrink",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","ELEPHANT",60.4444444444444,"dgraze",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","BUFFALO",19.5555555555556,"dcount",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","BUFFALO",19.5555555555556,"ddrink",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","BUFFALO",19.5555555555556,"dgraze",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","CATTLE",3.55555555555556,"dcount",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","CATTLE",3.55555555555556,"ddrink",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","CATTLE",3.55555555555556,"dgraze",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","ZEBRA",8,"dcount",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","ZEBRA",8,"ddrink",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","ZEBRA",8,"dgraze",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","IMPALA",0,"dcount",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","IMPALA",0,"ddrink",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","IMPALA",0,"dgraze",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","GIRAFFE",5.3125,"dcount",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","GIRAFFE",5.3125,"ddrink",NA
21,2018-10-24,2019-01-22,"CONT","Oscar","GIRAFFE",5.3125,"dgraze",NA
0,2016-09-22,2016-12-21,"CONT","Sidai","ELEPHANT",64,"dcount",10.3210152173913
0,2016-09-22,2016-12-21,"CONT","Sidai","ELEPHANT",64,"ddrink",0.16304347826087
0,2016-09-22,2016-12-21,"CONT","Sidai","ELEPHANT",64,"dgraze",4.43840586956522
0,2016-09-22,2016-12-21,"CONT","Sidai","BUFFALO",0,"dcount",73.7939347826087
0,2016-09-22,2016-12-21,"CONT","Sidai","BUFFALO",0,"ddrink",1.354515
0,2016-09-22,2016-12-21,"CONT","Sidai","BUFFALO",0,"dgraze",16.2353695652174
0,2016-09-22,2016-12-21,"CONT","Sidai","CATTLE",0,"dcount",68.0672543478261
0,2016-09-22,2016-12-21,"CONT","Sidai","CATTLE",0,"ddrink",3.17267782608696
0,2016-09-22,2016-12-21,"CONT","Sidai","CATTLE",0,"dgraze",38.9182739130435
0,2016-09-22,2016-12-21,"CONT","Sidai","ZEBRA",40,"dcount",4.25489130434783
0,2016-09-22,2016-12-21,"CONT","Sidai","ZEBRA",40,"ddrink",0.826086956521739
0,2016-09-22,2016-12-21,"CONT","Sidai","ZEBRA",40,"dgraze",0.826086956521739
0,2016-09-22,2016-12-21,"CONT","Sidai","IMPALA",0.187,"dcount",89.0078043478261
0,2016-09-22,2016-12-21,"CONT","Sidai","IMPALA",0.187,"ddrink",5.18394565217391
0,2016-09-22,2016-12-21,"CONT","Sidai","IMPALA",0.187,"dgraze",46.193152173913
0,2016-09-22,2016-12-21,"CONT","Sidai","GIRAFFE",0.833333333333333,"dcount",31.8369130434783
0,2016-09-22,2016-12-21,"CONT","Sidai","GIRAFFE",0.833333333333333,"ddrink",0
0,2016-09-22,2016-12-21,"CONT","Sidai","GIRAFFE",0.833333333333333,"dgraze",6.0310797826087
3,2017-01-12,2017-04-12,"CONT","Sidai","ELEPHANT",35.5555555555556,"dcount",4.68478260869565
3,2017-01-12,2017-04-12,"CONT","Sidai","ELEPHANT",35.5555555555556,"ddrink",0
3,2017-01-12,2017-04-12,"CONT","Sidai","ELEPHANT",35.5555555555556,"dgraze",1.92934782608696
3,2017-01-12,2017-04-12,"CONT","Sidai","BUFFALO",28.4444444444444,"dcount",147.649579347826
3,2017-01-12,2017-04-12,"CONT","Sidai","BUFFALO",28.4444444444444,"ddrink",5.15217391304348
3,2017-01-12,2017-04-12,"CONT","Sidai","BUFFALO",28.4444444444444,"dgraze",67.3646054347826
3,2017-01-12,2017-04-12,"CONT","Sidai","CATTLE",10.6666666666667,"dcount",173.47325
3,2017-01-12,2017-04-12,"CONT","Sidai","CATTLE",10.6666666666667,"ddrink",23.851072826087
3,2017-01-12,2017-04-12,"CONT","Sidai","CATTLE",10.6666666666667,"dgraze",136.212597826087
3,2017-01-12,2017-04-12,"CONT","Sidai","ZEBRA",46,"dcount",105.135092391304
3,2017-01-12,2017-04-12,"CONT","Sidai","ZEBRA",46,"ddrink",5.61626630434783
3,2017-01-12,2017-04-12,"CONT","Sidai","ZEBRA",46,"dgraze",52.8089331521739
3,2017-01-12,2017-04-12,"CONT","Sidai","IMPALA",0,"dcount",67.2576195652174
3,2017-01-12,2017-04-12,"CONT","Sidai","IMPALA",0,"ddrink",0
3,2017-01-12,2017-04-12,"CONT","Sidai","IMPALA",0,"dgraze",44.3235470652174
3,2017-01-12,2017-04-12,"CONT","Sidai","GIRAFFE",2.70833333333333,"dcount",45.0447891304348
3,2017-01-12,2017-04-12,"CONT","Sidai","GIRAFFE",2.70833333333333,"ddrink",0.239130434782609
3,2017-01-12,2017-04-12,"CONT","Sidai","GIRAFFE",2.70833333333333,"dgraze",14.5789688043478
6,2017-03-23,2017-06-21,"CONT","Sidai","ELEPHANT",35.5555555555556,"dcount",26.3112676056338
6,2017-03-23,2017-06-21,"CONT","Sidai","ELEPHANT",35.5555555555556,"ddrink",0
6,2017-03-23,2017-06-21,"CONT","Sidai","ELEPHANT",35.5555555555556,"dgraze",7.9779338028169
6,2017-03-23,2017-06-21,"CONT","Sidai","BUFFALO",46.2222222222222,"dcount",190.173957746479
6,2017-03-23,2017-06-21,"CONT","Sidai","BUFFALO",46.2222222222222,"ddrink",1.80482957746479
6,2017-03-23,2017-06-21,"CONT","Sidai","BUFFALO",46.2222222222222,"dgraze",90.5843676056338
6,2017-03-23,2017-06-21,"CONT","Sidai","CATTLE",0,"dcount",72.0605961971831
6,2017-03-23,2017-06-21,"CONT","Sidai","CATTLE",0,"ddrink",0.211267605633803
6,2017-03-23,2017-06-21,"CONT","Sidai","CATTLE",0,"dgraze",50.8135792957747
6,2017-03-23,2017-06-21,"CONT","Sidai","ZEBRA",0,"dcount",148.317546478873
6,2017-03-23,2017-06-21,"CONT","Sidai","ZEBRA",0,"ddrink",6.7084014084507
6,2017-03-23,2017-06-21,"CONT","Sidai","ZEBRA",0,"dgraze",77.8925314084507
6,2017-03-23,2017-06-21,"CONT","Sidai","IMPALA",0,"dcount",115.971489225352
6,2017-03-23,2017-06-21,"CONT","Sidai","IMPALA",0,"ddrink",9.97771267605634
6,2017-03-23,2017-06-21,"CONT","Sidai","IMPALA",0,"dgraze",55.3596978169014
6,2017-03-23,2017-06-21,"CONT","Sidai","GIRAFFE",0.416666666666667,"dcount",126.753754929577
6,2017-03-23,2017-06-21,"CONT","Sidai","GIRAFFE",0.416666666666667,"ddrink",0.309859154929577
6,2017-03-23,2017-06-21,"CONT","Sidai","GIRAFFE",0.416666666666667,"dgraze",25.7620891549296
8,2017-06-08,2017-09-06,"CONT","Sidai","ELEPHANT",0,"dcount",2.328
8,2017-06-08,2017-09-06,"CONT","Sidai","ELEPHANT",0,"ddrink",0
8,2017-06-08,2017-09-06,"CONT","Sidai","ELEPHANT",0,"dgraze",0.793333333333333
8,2017-06-08,2017-09-06,"CONT","Sidai","BUFFALO",4.88888888888889,"dcount",1.97777786666667
8,2017-06-08,2017-09-06,"CONT","Sidai","BUFFALO",4.88888888888889,"ddrink",0
8,2017-06-08,2017-09-06,"CONT","Sidai","BUFFALO",4.88888888888889,"dgraze",1.04666666666667
8,2017-06-08,2017-09-06,"CONT","Sidai","CATTLE",7.11111111111111,"dcount",412.963226666667
8,2017-06-08,2017-09-06,"CONT","Sidai","CATTLE",7.11111111111111,"ddrink",43.0457077333333
8,2017-06-08,2017-09-06,"CONT","Sidai","CATTLE",7.11111111111111,"dgraze",243.062984
8,2017-06-08,2017-09-06,"CONT","Sidai","ZEBRA",0,"dcount",142.478785333333
8,2017-06-08,2017-09-06,"CONT","Sidai","ZEBRA",0,"ddrink",7.28177733333333
8,2017-06-08,2017-09-06,"CONT","Sidai","ZEBRA",0,"dgraze",58.5364528
8,2017-06-08,2017-09-06,"CONT","Sidai","IMPALA",0.429,"dcount",104.283967133333
8,2017-06-08,2017-09-06,"CONT","Sidai","IMPALA",0.429,"ddrink",2.93333333333333
8,2017-06-08,2017-09-06,"CONT","Sidai","IMPALA",0.429,"dgraze",47.7924348666667
8,2017-06-08,2017-09-06,"CONT","Sidai","GIRAFFE",5.72916666666667,"dcount",58.016444
8,2017-06-08,2017-09-06,"CONT","Sidai","GIRAFFE",5.72916666666667,"ddrink",2.37317466666667
8,2017-06-08,2017-09-06,"CONT","Sidai","GIRAFFE",5.72916666666667,"dgraze",25.3697549333333
9,2017-07-14,2017-10-12,"CONT","Sidai","ELEPHANT",0,"dcount",1.24096385542169
9,2017-07-14,2017-10-12,"CONT","Sidai","ELEPHANT",0,"ddrink",0
9,2017-07-14,2017-10-12,"CONT","Sidai","ELEPHANT",0,"dgraze",0.271084337349398
9,2017-07-14,2017-10-12,"CONT","Sidai","BUFFALO",0,"dcount",5.78534144578313
9,2017-07-14,2017-10-12,"CONT","Sidai","BUFFALO",0,"ddrink",0
9,2017-07-14,2017-10-12,"CONT","Sidai","BUFFALO",0,"dgraze",3.25100403614458
9,2017-07-14,2017-10-12,"CONT","Sidai","CATTLE",11.1111111111111,"dcount",326.019385542169
9,2017-07-14,2017-10-12,"CONT","Sidai","CATTLE",11.1111111111111,"ddrink",9.48398891566265
9,2017-07-14,2017-10-12,"CONT","Sidai","CATTLE",11.1111111111111,"dgraze",199.74683253012
9,2017-07-14,2017-10-12,"CONT","Sidai","ZEBRA",2.625,"dcount",15.3134530120482
9,2017-07-14,2017-10-12,"CONT","Sidai","ZEBRA",2.625,"ddrink",0.0662650602409639
9,2017-07-14,2017-10-12,"CONT","Sidai","ZEBRA",2.625,"dgraze",4.82479915662651
9,2017-07-14,2017-10-12,"CONT","Sidai","IMPALA",0.6325,"dcount",161.458706024096
9,2017-07-14,2017-10-12,"CONT","Sidai","IMPALA",0.6325,"ddrink",8.55802168674699
9,2017-07-14,2017-10-12,"CONT","Sidai","IMPALA",0.6325,"dgraze",81.3564285542169
9,2017-07-14,2017-10-12,"CONT","Sidai","GIRAFFE",5.20833333333333,"dcount",47.0546180722892
9,2017-07-14,2017-10-12,"CONT","Sidai","GIRAFFE",5.20833333333333,"ddrink",2.14443493975904
9,2017-07-14,2017-10-12,"CONT","Sidai","GIRAFFE",5.20833333333333,"dgraze",18.7545978313253
12,2017-09-21,2017-12-20,"CONT","Sidai","ELEPHANT",0,"dcount",0.403225806451613
12,2017-09-21,2017-12-20,"CONT","Sidai","ELEPHANT",0,"ddrink",0
12,2017-09-21,2017-12-20,"CONT","Sidai","ELEPHANT",0,"dgraze",0.403225806451613
12,2017-09-21,2017-12-20,"CONT","Sidai","BUFFALO",0,"dcount",217.941370967742
